Title,Company,Location,Type,Level,YearsExp,Country,Skills
Digital Marketing Specialist - Alexandria,Confidential, Alexandria,Full Time,Part Time,3+ Yrs of Exp,Egypt,"3+ Yrs of Exp, E-marketing, Social Media, SEO, Digital Marketing, CSS, Marketing Campaign, Content Writing, Marketing Skills"
Telesales Agent - Alexandria,Confidential, Alexandria,Full Time,Experienced,3-5 Yrs of Exp,Egypt,"Telesales, Customer Service, Customer Care, Customer Support, Microsoft Office, Tele Sales, Call Center, Customer Service/Support"
Quality Assurance Manager,Confidential, Belbes,Full Time,Manager,15+ Yrs of Exp,Sharqia,"Quality Control, QA, ISO 9000, Data Analysis, Leadership, Business Administration, Operations/Management, Quality"
Xamarin Developer,Confidential, Ain Shams,Full Time,Experienced,3-7 Yrs of Exp,Cairo,"cross-platform development, mobile development, Computer Science, Information Technology (IT), C#, .NET, Xamarin Forms"
Social Media & Marketing Executive - Alexandria,NetEra, San Stefano,Full Time,Entry Level,1+ Yrs of Exp,Alexandria,"E-marketing, Market Research, Visual Design, Social Media Channels, Marketing Strategy, Games, Online Marketing, English"
Marketing Specialist,Tabarak Holding, New Cairo,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Online Marketing, Communication Skills, Real Estate, English, Mass Communication, Creative, Digital, Social Media, Sales/Retail"
Human Resources Intern,Atheel CC, Cairo,Internship,Entry Level,null Yrs of Exp,Egypt,"Recruitment, Personnel, HR, Microsoft Office, Human Resources"
Service Reception Advisor - 10th of Ramadan,MTI Automotive, 10th of Ramadan City,Full Time,Experienced,2-5 Yrs of Exp,Cairo,"Customer Care, Customer Support, Mechanical Engineering, Electrical Engineering, Automotive, Adminsitration, Office Management"
Bentley Automotive Sales Executive,MTI Automotive, Heliopolis,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Sales Skills, Customer Service, Customer Care, Automotive Sales, Sales Target, English, Sales/Retail"
Software Quality Control Tester - Alexandria,NetEra, San Stefano,Full Time,Entry Level,1-3 Yrs of Exp,Alexandria,"Game Testing, Software Development, Games, Quality Control, Computer Science, Information Technology (IT), Jira, Scrum, ISTQB-FL"
Graphic Designer,TIARA Ventures, Nasr City,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Graphic Design, Creative, UX, UI, Animation, Web Design, Social Media, illustration, Adobe Illustrator, Adobe Photoshop, Bootstrap"
Office Manager/ Executive Assistant,Al Arab Group, Sheikh Zayed,Full Time,Experienced,5-7 Yrs of Exp,Giza,"Administration, Secretary, English, Arabic, Administration"
HR Section Head,Confidential, Cairo,Full Time,Manager,3-7 Yrs of Exp,Egypt,"Human Resources (HR), HR, Corporate Strategy, Recruitment, Personnel, Planning, HR Certificate, Performance Appraisal, Human Resources"
Graphic Design & Media Intern,Nexus Analytica, Shorouk City,Internship,Entry Level,null Yrs of Exp,Cairo,"Video Editing, Media, Graphics, Adobe Illustrator, Photoshop, Adobe Indesign, Digital Design, Creative, Creative/Design/Art"
Waiter,Lady Bird Hotels & Resorts, Dahab,Full Time,Entry Level,1-10 Yrs of Exp,South Sinai,"Waiter, Bartender, Captain, Hotels, Restaurants, Tourism, Hospitality/Hotels/Food Services"
Cost Accounting Section Head,Confidential, Obour City,Full Time,Manager,7-10 Yrs of Exp,Cairo,"Financial Management, Financial Analysis, Commerce, English, Food Industry, Analytical, Audit, FMCG, Cost Accounting, Accounting/Finance"
Kitchen Designer,Kitchino, New Cairo,Full Time,Experienced,4+ Yrs of Exp,Cairo,"Fusion 2020, Design, AutoCAD, Sales Skills, 3D Max, 3D, Winner, 2D, Sketch UP, English, Fine Arts, Creative/Design/Art"
Corporate Sales Specialist (B2B),Certifeka inc., Cairo,Full Time,Experienced,5+ Yrs of Exp,Egypt,"B2B, Corporate, Selling, Training, CRM, Sales Target, Management, Business Administration, Business Development, Sales/Retail"
Civil Procurement & Estimation Engineer,Premier Services and Recruitment, Nasr City,Full Time,Experienced,3-4 Yrs of Exp,Cairo,"Procurement, contracting, Construction, Communication Skills, Engineering - Construction/Civil/Architecture, Purchasing/Procurement"
Training & Quality Supervisor,Sykes Enterprises, Maadi,Full Time,Manager,3-5 Yrs of Exp,Cairo,"Call Center, English, Training, Customer Service/Support, Quality, Training/Instructor"
ERP System Admin,SERA Mattress & Furniture, Obour City,Full Time,Entry Level,1-5 Yrs of Exp,Cairo,"System Administration, Information Technology (IT), Computer Science, Installation/Maintenance/Repair, IT/Software Development"
Senior Content & Brand Strategist,Certifeka inc., New Cairo,Full Time,Experienced,5-10 Yrs of Exp,Cairo,"Digital Marketing, E-marketing, SEO, Google Adwords, Google Analytics, Project Management, CRM, Social Media, English"
Commercial Property Consultant,global building, New Cairo,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Real Estate, Brokerage, Sales Skills, Sales Target, Commercial Sales, Sales/Retail"
Graphic Designer,TSS, Mokattam,Full Time,Experienced,2-5 Yrs of Exp,Cairo,"Adobe Illustrator, Adobe Photoshop, Adobe Creative Suite, Typography, Creative/Design/Art"
Account Manager,4PR, Maadi,Full Time,Manager,3-6 Yrs of Exp,Cairo,"Communication, Business, Agency, Customer Service, Project Management, Account Management, Sales Skills, Sales Target, Business Development"
Account Executive,4PR, Maadi,Full Time,Entry Level,0-2 Yrs of Exp,Cairo,"Creative, Marketing Campaigns, Business, Social Media, Customer Care, Account Management, Customer Service/Support"
Electrical Technical Office Engineer,Ahmed Daoud, Downtown,Full Time,Entry Level,1-2 Yrs of Exp,Cairo,"Microsoft Office, AutoCAD, English, Design, Water Pumps, Low Voltage, Technical Office Engineer, Creative/Design/Art"
Acquisition Editor,Nagwa, Nasr City,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Humanities, Books, Editing, Writing, Publishing, English, Arabic, Writing/Editorial, Media/Journalism/Publishing"
Software Team Leader,Glamera, Nasr City,Full Time,Manager,5+ Yrs of Exp,Cairo,"Software Development, Software Engineering, Agile, javaScript, Information Technology (IT), Computer Science, SQL, C#, ASP.NET, jQuery"
Senior Account Manager,Glamera, Nasr City,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Account Management, Negotiation, Computer Skills, Communication, Sales Skills, Customer Service, Sales Target, Mobile Applications"
Personal Assistant,Confidential, New Cairo,Full Time,Experienced,7+ Yrs of Exp,Cairo,"Office Management, Secretary, Microsoft Office, Communication, Administration"
Quality Supervisor,Alumil, 6th of October,Full Time,Manager,5-7 Yrs of Exp,Giza,"Quality Assurance, Operations, Paints, Operations/Management, Quality"
Chief Accountant- Tanta,EL-RAYA, Tanta,Full Time,Manager,3-5 Yrs of Exp,Gharbia,"Finance, Financial Management, CMA, Financial Analysis, Accounting/Finance"
Sales Executive,Zeal Capital Market, Sheraton,Full Time,Experienced,2-3 Yrs of Exp,Cairo,"Females Preferred, Forex, Trading, Sales Skills, Business Development, Business Development, Customer Service/Support, Sales/Retail"
Senior Training Coordinator,E3mel Business for Financial & Managerial Consultancy, Maadi,Full Time,Experienced,6+ Yrs of Exp,Cairo,"Business Administration, Business Development, Digital Marketing, Product Management, Business Development, Training/Instructor"
French Customer Service Associate - Alexandria,Majorel Egypt, Mandara,Full Time,Entry Level,0-1 Yrs of Exp,Alexandria,"Customer Service, Customer Care, Sales Skills, Communication Skills, MS Office, MS, Customer Support, Computer Skills, French"
Customer Service Representative,Glamera, Nasr City,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Females Only, Customer Service, Social Media, Presentation Skills, Communication Skills, CRM, Customer Support, Customer Care, Sales"
QC Civil Engineer - East Of Al-Owainat Site,ENBLOM, New Cairo,Full Time,Experienced,5+ Yrs of Exp,Cairo,"HV, HSE, OSHA, Quality Control, Civil Engineering, Power Substation, HV Transmission, Engineering - Construction/Civil/Architecture, Quality"
Senior PHP Full Stack Developer,SmartTech Systems, Nasr City,Freelance / Project,Experienced,3+ Yrs of Exp,Cairo,"Information Technology (IT), Software Development, Computer Science, javaScript, CSS, HTML, MySQL, jQuery, Laravel, Git"
Admin Specialist,AGBL Egypt, Maadi,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Admin Work, Admin Assistant, Office Management, Microsoft Office, Administration"
IT Help Desk Specialist,Value, New Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Information Technology (IT), Computer Science, Help Desk, Installation, CCNA, SQL, Installation/Maintenance/Repair"
Medical Personal Assistant,London International Patient Services, Sheraton,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Adminsrition, Customer Services, Customer Care, Customer Support, Medical, Administration, Customer Service/Support, Medical/Healthcare"
Projects Management Manager - Light Current...,SMARTTEL, Nasr City,Full Time,Manager,10-15 Yrs of Exp,Cairo,"Project Management, Fire Alarm, PMP, CCTV, Access Control System, Time Attendance System, Audio/video Intercom system, IPTV, Low Voltage"
Architecture Site Engineer,Scope International, Sheikh Zayed,Full Time,Experienced,3-5 Yrs of Exp,Giza,"Engineering, Architecture, Finishing Works, Management, Drawings, Building Code, Structural"
Copywriter,Teacher's Hub, 6th of October,Full Time,Experienced,3-5 Yrs of Exp,Giza,"Copywriting, Marketing, Writing/Editorial, Marketing/PR/Advertising, Media/Journalism/Publishing"
Training And OD Specialist,Confidential, Mansoura,Full Time,Experienced,2-3 Yrs of Exp,Dakahlia,"OD, Training, HR, Human Resources (HR), Organization Development, Human Resources"
Farm Manager,Misr Elhegaz Group, Heliopolis,Full Time,Manager,10+ Yrs of Exp,Cairo,"Males Only, Animal Science, Production, Farms, Farming, Agriculture Engineering, Management, R&D/Science, Operations/Management"
Sales Representative,Alam Alsahara Petroleum Services, Cairo,Full Time,Shift Based,3-5 Yrs of Exp,Egypt,"2 Vacancies, Sales Skills, Sales Target, Customer Service, Communication, Negotiation, Presentation, MS Office, English"
Customs Clearance Broker,Quanta Import & Trade, Mohandessin,Full Time,Experienced,3-5 Yrs of Exp,Giza,"Logistics, Customs Clearance, Export, Import, Supply Chain, Logistics/Supply Chain"
Sales Representative,Excellent Technology systems, Nasr City,Full Time,Entry Level,0-3 Yrs of Exp,Cairo,"Sales Skills, Sales Target, Customer Service, English, IT Sales, Technical Sales, Account Management, Customer Service/Support"
Regulatory Affairs Specialist,W.I.S Pharm, Maadi,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Science, Vet, Pharmacy, CE, FDA, Medical Devices, Pharmaceutical, R&D/Science, Medical/Healthcare, Pharmaceutical"
Customer Relation Management,Andalusia Group, Alexandria,Full Time,Manager,2-3 Yrs of Exp,Egypt,"CRM, Customer Care, Customer Support, Communication Skills, MBA, Pharmaceutical, Customer Satisfaction, Leadership, Medicine"
QC Engineer Resource,eVision, New Cairo,Full Time,Work From Home,1-2 Yrs of Exp,Cairo,"Computer Science, Information Technology, Telecom Engineering, ISTQB, JIRA, java, Testing, Automation Scripts"
Planning Section Head,Al-Amal Al-sharif For Plastic, 10th of Ramadan City,Full Time,Manager,7+ Yrs of Exp,Cairo,"Production Planning, Manufacturing/Production"
Sales Representative,Confidential, Maadi,Full Time,Entry Level,1-2 Yrs of Exp,Cairo,"Sales Skills, Sales Target, Customer Service, English, Negotiation, Customer Service/Support, Sales/Retail"
Financial Services Specialist,Centro Global Solutions, Maadi,Full Time,Entry Level,0-1 Yrs of Exp,Cairo,"Accounting, Collection, Customer Support, Computer Skills, Microsoft Office, Microsoft Excel, Accounting/Finance"
Senior Graphic Designer,Maxycode, Nasr City,Full Time,Experienced,7+ Yrs of Exp,Cairo,"Adobe Photoshop, Social Media, Fine Arts, InDesign, Graphic Designer, Creative/Design/Art, Marketing/PR/Advertising"
Senior Account Manager (Digital),Bee Interactive Ltd., Cairo,Full Time,Experienced,5+ Yrs of Exp,Egypt,"Customer Service, Customer Care, Customer Support, Social Media, Account Management, Digital Marketing, Communications, Digital Agency"
Operations Manager,Confidential, Minya,Full Time,Manager,8-10 Yrs of Exp,Egypt,"Management, Production, Mechanical Engineering, Pipes, Extrusion, Maintenance, Installation/Maintenance/Repair, Operations/Management"
Operations Manager( Ship Agent) Bulk Cargo,Ibramar shipping Co, Alexandria,Full Time,Manager,5+ Yrs of Exp,Egypt,"Operations, Supply Chain, Logistics, English, Bulk Cargo, Logistics/Supply Chain, Operations/Management"
Warehouse Manager (6th Of October),Cellopack for Packaging Industries, 6th of October,Full Time,Manager,7+ Yrs of Exp,Giza,"Warehousing, Logistics, Supply Chain, ERP, Computer Skills, Microsoft Office, Microsoft Excel, English, Commerce, Accounting"
Senior BOQ & Specification Engineer,Elgabaly Architects, New Cairo,Full Time,Experienced,8-10 Yrs of Exp,Cairo,"Bill Of Quantities, BOQ, Architecture, Architectural Engineering, Revit, Adobe Photoshop, AutoCAD, Civil Engineering"
Telesales Representative,Golden Take, Mohandessin,Full Time,Entry Level,1-2 Yrs of Exp,Giza,"Females Only, Customer Service, Telesales, Microsoft Office, Communication, Sales Skills, English, Presentation Skills, Sales/Retail"
Sales Manager (Derma Filler),Phoenix Marketing Group, Cairo,Full Time,Manager,5-10 Yrs of Exp,Egypt,"Sales Target, Sales Management, Derma Filler, Sales/Retail"
Automotive CRM Representative,Kayan Egypt for Trading & Investment, Katameya,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Customer Service, Business Administration, Automotive, Business Development, Customer Service/Support"
Sales Manager,El-Tayeb Group, Agouza,Full Time,Manager,10+ Yrs of Exp,Giza,"Sales Skills, Management, Strategic Sales, Automotive Spare Parts, Operations/Management, Sales/Retail"
Site Engineer Mechanical,Unitech, 6th of October,Full Time,Entry Level,1-3 Yrs of Exp,Giza,"Mechanical Engineering, Project Management, HVAC, English, Engineering - Mechanical/Electrical"
Site Engineer Electrical,Unitech, 6th of October,Full Time,Experienced,3-5 Yrs of Exp,Giza,"Construction, Project Management, Electrical Engineering, Engineering - Mechanical/Electrical"
Architect,High Art, Sheraton,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Art, BOQ, AutoCAD, Google SketchUp, 3ds Max, Architecture, Interior Design, MS Office, 3D Max, Adobe Photoshop"
Java Back-End Developer - KSA,Confidential, Dammam,Full Time,Experienced,5+ Yrs of Exp,Saudi Arabia,"Information Technology (IT), Software Engineering, Software Development, Coding, E-Commerce, Magento, PHP, SQL, Troubleshooting"
Purchasing Officer,Daltex, Mohandessin,Full Time,Experienced,7-10 Yrs of Exp,Giza,"Purchasing, Logistics, Procurement, Negotiation, Communication, Microsoft Office, English, RFQ, Logistics/Supply Chain"
Senior Java Developer,SmartTech Systems, Nasr City,Full Time,Experienced,4+ Yrs of Exp,Cairo,"Java, Information Technology (IT), Software Development, Spring, Computer Science, Computer Engineering, SQL, Angular, Oracle"
Parent Relations Executive,Confidential, New Cairo,Full Time,Manager,15-20 Yrs of Exp,Cairo,"Customer Service, Customer Support, Customer Care, Parent Relations, Marketing, Social Media, English, Arabic, Management"
Senior Computer Vision Engineer,360Imaging, Dokki,Full Time,Part Time,2+ Yrs of Exp,Giza,"2+ Yrs of Exp, 2 Vacancies, Comupter Vision, Machine Learning, Applied Mathematics, Image Processing, R&D, C++, 3D Graphics, CUDA"
UI/UX Designer,Eva Pharma, Downtown,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Information Technology (IT), Computer Science, UI Design, Wireframes, User Interface, Programming, Mobile Applications, UI/UX Design"
Senior Sales Account Manager - Network Solutions,MigrationIT.com, Cairo,Full Time,Experienced,3-5 Yrs of Exp,Egypt,"Sales Target, Wimax, Wifi, Telecommunications, Customer Service, Network, Customer Service/Support, Sales/Retail"
Senior Sales Account Manager,MigrationIT.com, Cairo,Full Time,Experienced,3-5 Yrs of Exp,Egypt,"Sales Target, Security, Cables, Fiber, Telecommunications, Customer Service, CCTV, Customer Service/Support, Sales/Retail"
